ts,group,user_id,trust_score,resource,action,reason,latency_ms,http_status
2025-09-05T19:06:36.705774,alice,75,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:36.737360,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.745504,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.766029,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.797547,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.828187,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.836164,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.844256,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.873199,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.902844,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.933863,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.964423,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:36.995460,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.003975,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.027565,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.057842,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.087841,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.119411,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.127568,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.135668,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.164896,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.195670,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.226098,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.257148,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.267514,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.277010,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.305523,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.336359,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.367457,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.396056,alice,100,/finance/report,allow,low_risk
2025-09-05T19:06:37.425825,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.433336,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.440918,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.473681,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.482261,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.491684,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.500205,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.519264,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.550401,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.582271,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.591342,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.611895,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.642333,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.650136,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.674525,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.685359,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.694609,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.703096,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.711994,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.721687,alice,70,/finance/report,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.749021,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.874552,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:37.997664,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.124493,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.249696,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.359667,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.482221,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.607890,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.731271,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.840973,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:38.949506,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.069827,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.195750,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.306448,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.441075,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.563741,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.672559,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.806587,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:39.931989,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.054016,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.179462,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.290363,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.401558,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.523671,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.647799,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.785595,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:40.897285,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.007330,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.132764,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.260399,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.380073,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.503426,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.615373,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.725387,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.847633,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:41.959738,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.093853,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.203810,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.314114,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.435348,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.545927,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.669407,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.791410,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:42.915290,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.025961,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.136595,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.259808,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.384028,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.507475,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.618938,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.728721,alice,35,/admin/panel,deny,very_high_risk
2025-09-05T19:06:43.755748,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.764280,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.786676,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.817980,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.848764,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.879709,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.887555,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.897272,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.907947,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.942325,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:43.972417,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.006103,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.033788,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.064967,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.094507,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.125694,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.133104,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.156992,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.164358,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.188158,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.195669,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.203258,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.234916,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.242862,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.266287,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.297440,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.327837,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.365455,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.388375,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.395416,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.419005,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.449856,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.481798,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.512401,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.543909,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.551097,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.559199,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.590440,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.598332,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.605554,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.636039,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.643582,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.651166,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.658449,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.683194,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.714722,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.744474,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.774889,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:44.782342,alice,60,/admin/panel,allow_restricted,mid_risk_readonly
2025-09-05T19:06:36.707402,OK,alice,75,/finance/report,allow_restricted,mid_risk_readonly,36,200
2025-09-05T19:06:36.738519,OK,alice,100,/finance/report,allow,low_risk,31,200
2025-09-05T19:06:36.746676,OK,alice,100,/finance/report,allow,low_risk,7,200
2025-09-05T19:06:36.767074,OK,alice,100,/finance/report,allow,low_risk,20,200
2025-09-05T19:06:36.798585,OK,alice,100,/finance/report,allow,low_risk,31,200
2025-09-05T19:06:36.828739,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:36.837349,OK,alice,100,/finance/report,allow,low_risk,8,200
2025-09-05T19:06:36.845277,OK,alice,100,/finance/report,allow,low_risk,7,200
2025-09-05T19:06:36.873715,OK,alice,100,/finance/report,allow,low_risk,28,200
2025-09-05T19:06:36.904955,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:36.934888,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:36.965505,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:36.997022,OK,alice,100,/finance/report,allow,low_risk,31,200
2025-09-05T19:06:37.005148,OK,alice,100,/finance/report,allow,low_risk,8,200
2025-09-05T19:06:37.028626,OK,alice,100,/finance/report,allow,low_risk,23,200
2025-09-05T19:06:37.058883,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:37.088936,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:37.120486,OK,alice,100,/finance/report,allow,low_risk,31,200
2025-09-05T19:06:37.128772,OK,alice,100,/finance/report,allow,low_risk,8,200
2025-09-05T19:06:37.136698,OK,alice,100,/finance/report,allow,low_risk,7,200
2025-09-05T19:06:37.165960,OK,alice,100,/finance/report,allow,low_risk,28,200
2025-09-05T19:06:37.196747,OK,alice,100,/finance/report,allow,low_risk,31,200
2025-09-05T19:06:37.227131,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:37.258169,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:37.268581,OK,alice,100,/finance/report,allow,low_risk,10,200
2025-09-05T19:06:37.278103,OK,alice,100,/finance/report,allow,low_risk,9,200
2025-09-05T19:06:37.306606,OK,alice,100,/finance/report,allow,low_risk,28,200
2025-09-05T19:06:37.337513,OK,alice,100,/finance/report,allow,low_risk,30,200
2025-09-05T19:06:37.375924,OK,alice,100,/finance/report,allow,low_risk,38,200
2025-09-05T19:06:37.397097,OK,alice,100,/finance/report,allow,low_risk,20,200
2025-09-05T19:06:37.426344,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,29,200
2025-09-05T19:06:37.434402,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,7,200
2025-09-05T19:06:37.441959,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,7,200
2025-09-05T19:06:37.475277,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,33,200
2025-09-05T19:06:37.483452,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,8,200
2025-09-05T19:06:37.492239,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,9,200
2025-09-05T19:06:37.501274,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,8,200
2025-09-05T19:06:37.520291,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,18,200
2025-09-05T19:06:37.551498,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,31,200
2025-09-05T19:06:37.583304,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,31,200
2025-09-05T19:06:37.592367,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,9,200
2025-09-05T19:06:37.612957,OK,alice,70,/finance/report,allow_restricted,mid_risk_readonly,20,200
